Acquisition_ID,Date_ID,Customer_ID,Campaign_ID,Channel_ID,Geography_ID,Acquisition_Cost,First_Order_Value,Customer_Lifetime_Value
2528,20251026,2528,17,4,8,391.9,2058.0,4064.91
2529,20251015,2529,17,1,4,926.89,7000.92,15328.9
2530,20250503,2530,2,4,23,425.41,4577.24,19186.05
2531,20250107,2531,1,1,1,399.41,2107.54,7021.77
2532,20251016,2532,20,3,22,1370.92,3804.5,12097.48
2533,20250313,2533,16,5,18,1017.71,8882.03,22900.14
2534,20250408,2534,7,4,21,1052.03,9014.34,25636.4
2535,20250923,2535,14,5,26,1171.07,9053.59,33035.58
2536,20250621,2536,14,5,16,944.33,9618.69,44388.94
2537,20251025,2537,1,5,25,250.25,6612.44,10100.89
2538,20250305,2538,18,3,20,1101.69,7942.72,22182.31
2539,20250915,2539,6,5,13,1475.64,2200.11,7753.05
2540,20250516,2540,10,3,28,1037.3,7756.61,22200.48
2541,20250915,2541,20,3,1,490.7,8208.14,33910.11
2542,20250129,2542,18,2,8,1024.18,6902.41,24381.69
2543,20250903,2543,16,2,13,114.08,8383.69,31318.2
2544,20250322,2544,4,2,13,284.19,3917.94,17979.94
2545,20250928,2545,7,6,4,148.26,8497.92,40571.94
2546,20250511,2546,6,1,13,942.59,3144.12,11234.35
2547,20250424,2547,5,6,24,1459.67,2534.08,12476.35
2548,20250529,2548,6,2,23,804.69,6995.66,28185.93
2549,20250416,2549,11,1,22,1036.11,7479.47,36407.8
2550,20250901,2550,14,6,5,1166.77,2899.05,6612.4
2551,20250403,2551,9,1,15,646.4,9742.64,19138.36
2552,20250415,2552,15,5,3,975.72,5974.03,23240.84
2553,20250720,2553,15,5,15,1276.2,6444.04,20147.32
2554,20250116,2554,17,5,24,1081.01,4747.46,16966.28
2555,20251104,2555,7,1,12,912.68,4939.31,24215.98
2556,20251025,2556,14,6,23,1469.89,3893.69,17295.43
2557,20250705,2557,18,3,1,1263.25,8156.36,37125.49
2558,20250121,2558,14,6,28,1406.54,5187.67,14832.12
2559,20251018,2559,9,3,11,710.1,3551.55,16439.97
2560,20251218,2560,9,5,25,1218.42,4639.64,20093.16
2561,20251227,2561,15,2,1,337.61,8475.39,34156.58
2562,20250311,2562,13,4,12,1202.15,2097.68,8743.77
2563,20250217,2563,15,3,29,625.07,4953.05,24489.08
2564,20251214,2564,12,2,13,730.17,2698.02,5728.37
2565,20251207,2565,12,4,17,867.56,7640.49,33976.5
2566,20250827,2566,19,4,14,828.42,4342.61,16901.81
2567,20250111,2567,8,6,10,1184.6,9970.1,23857.02
2568,20250417,2568,10,2,23,724.52,7914.6,20495.52
2569,20251209,2569,15,5,29,195.22,3518.25,6918.76
2570,20250228,2570,1,4,24,370.74,9057.86,15454.64
2571,20250531,2571,15,2,4,820.23,3308.26,9322.49
2572,20250718,2572,11,6,4,1036.36,8241.27,16215.35
2573,20250820,2573,9,2,22,190.75,4200.79,13174.02
2574,20251201,2574,5,6,29,833.85,6848.79,14109.86
2575,20251120,2575,7,4,16,1109.11,6401.63,20160.58
2576,20250608,2576,9,2,29,1131.83,9569.14,41625.88
2577,20250411,2577,9,1,14,1094.09,9403.54,45228.52
2578,20250405,2578,13,2,29,862.27,2163.78,9464.55
2579,20250622,2579,14,4,7,296.96,559.92,1611.07
2580,20250126,2580,11,5,3,789.97,7343.12,21768.17
2581,20251102,2581,3,3,23,1097.86,679.09,2071.96
2582,20250813,2582,17,6,30,388.35,2612.29,11617.88
2583,20250615,2583,1,6,17,1309.44,2259.43,5499.17
2584,20251023,2584,4,3,27,769.21,7470.38,36155.99
2585,20250211,2585,19,4,29,1120.73,8379.05,37325.8
2586,20250620,2586,10,4,3,733.03,1500.86,3493.78
2587,20251229,2587,20,3,26,704.35,8839.72,34340.62
2588,20250724,2588,2,3,20,197.39,1999.16,9751.38
2589,20250104,2589,19,1,17,1472.83,3309.62,8004.08
2590,20250924,2590,11,3,12,1195.87,5624.1,18152.52
2591,20250208,2591,1,2,19,1481.96,9533.33,15414.19
2592,20250530,2592,1,6,19,195.01,3404.75,12928.67
2593,20251017,2593,7,3,26,746.33,3052.74,7515.2
2594,20251127,2594,13,1,23,813.27,8415.09,30075.43
2595,20250529,2595,8,6,21,1023.87,810.12,4027.43
2596,20250930,2596,20,1,2,840.3,7117.74,31839.1
2597,20250612,2597,18,4,1,1076.43,5464.53,12973.92
2598,20250713,2598,5,6,10,1406.13,5739.72,23571.78
2599,20250507,2599,4,3,7,432.81,4173.96,18693.17
2600,20250610,2600,13,3,1,538.51,3754.78,7527.08
2601,20250602,2601,19,6,10,1111.88,5179.78,9529.72
2602,20251123,2602,19,3,4,1311.33,7960.19,25111.39
2603,20251212,2603,1,3,19,171.7,655.57,3188.38
2604,20250831,2604,9,6,29,838.53,5306.7,10258.9
2605,20250409,2605,2,2,3,616.77,6410.14,20539.46
2606,20251120,2606,7,2,26,861.98,5786.73,15445.34
2607,20250823,2607,11,5,11,1158.8,5320.89,22292.94
2608,20250518,2608,19,6,13,878.46,8174.73,14187.65
2609,20250210,2609,7,3,7,361.19,8722.14,40609.53
2610,20251228,2610,17,5,30,567.41,7237.89,14189.36
2611,20250105,2611,4,3,26,600.74,9813.12,46694.06
2612,20251009,2612,6,2,12,1312.9,4332.78,18337.17
2613,20250826,2613,9,6,12,167.04,6338.21,11953.33
2614,20250308,2614,15,2,5,386.28,1827.99,7170.56
2615,20251120,2615,11,5,29,1036.01,8628.51,30309.26
2616,20250801,2616,3,6,18,618.05,4508.73,18075.47
2617,20250131,2617,11,5,26,1225.18,1903.98,7958.99
2618,20250426,2618,10,6,17,103.75,9902.65,45074.65
2619,20250414,2619,15,6,6,297.65,5893.74,27287.25
2620,20251011,2620,17,6,18,255.63,7947.84,27260.23
2621,20250727,2621,16,5,14,995.3,6467.63,17730.11
2622,20250129,2622,6,3,7,135.63,4515.53,22331.21
2623,20250912,2623,11,1,16,1063.22,784.93,1934.27
2624,20251029,2624,13,4,21,1239.97,6612.21,26016.96
2625,20250113,2625,4,4,27,983.01,4525.72,21638.56
2626,20250131,2626,18,3,14,982.84,2071.92,8948.55
2627,20251211,2627,19,4,15,273.34,3005.95,6932.05
2628,20251106,2628,4,5,8,417.3,7904.14,13359.72
2629,20250801,2629,11,1,23,475.64,7120.34,17403.82
2630,20251020,2630,19,4,14,1154.2,5064.24,15722.86
2631,20251221,2631,5,3,17,430.0,570.37,2159.09
2632,20251019,2632,4,4,14,560.89,4694.16,18064.31
2633,20250525,2633,3,4,18,104.03,931.22,3887.9
2634,20250813,2634,7,6,26,529.22,3969.91,16105.54
2635,20250819,2635,12,5,12,646.01,5979.15,21969.29
2636,20250206,2636,7,4,9,1291.16,8820.44,15573.02
2637,20250812,2637,17,4,8,346.37,848.66,2185.84
2638,20250226,2638,18,1,24,1100.91,2951.46,13209.83
2639,20250811,2639,17,3,24,830.92,3192.25,7222.37
2640,20250107,2640,13,4,1,420.79,2690.27,12897.23
2641,20250617,2641,3,5,27,673.71,4051.68,12535.01
2642,20250901,2642,3,4,25,950.09,2989.06,14135.71
2643,20250120,2643,15,4,11,141.98,7170.93,15532.32
2644,20250823,2644,15,6,17,511.19,1558.55,2358.8
2645,20250528,2645,11,4,19,1142.8,5648.39,17858.93
2646,20250612,2646,17,2,1,836.66,4306.48,21104.24
2647,20250215,2647,12,2,12,1306.1,3831.94,15768.78
2648,20251208,2648,16,1,28,752.07,4130.22,11830.14
2649,20251209,2649,1,3,11,880.19,8101.68,28980.07
2650,20250102,2650,16,1,15,835.5,1999.15,5478.8
2651,20250312,2651,5,3,18,808.98,3877.77,13196.69
2652,20250116,2652,4,6,20,301.52,4298.06,12235.23
2653,20250604,2653,16,6,28,939.95,7823.03,35442.23
2654,20250518,2654,8,5,25,378.52,6939.03,20407.36
2655,20250506,2655,11,1,6,399.11,8086.09,21044.46
2656,20250330,2656,13,2,16,389.31,2190.71,7559.86
2657,20251227,2657,8,1,18,488.61,9121.38,36857.71
2658,20250314,2658,16,1,26,1366.58,8311.81,19496.02
2659,20250403,2659,17,2,17,1222.69,7278.26,12514.96
2660,20250524,2660,16,1,14,632.66,6565.74,23654.19
2661,20250824,2661,16,3,11,1406.77,1368.95,5852.63
2662,20251227,2662,5,4,26,410.61,4993.59,18603.69
2663,20250424,2663,16,6,27,703.9,5423.06,12419.65
2664,20250523,2664,14,3,7,319.98,5292.63,9530.31
2665,20250119,2665,18,5,1,763.84,6476.86,11842.72
2666,20250425,2666,6,4,10,812.02,7058.08,27248.94
2667,20250816,2667,7,6,6,1454.49,8669.25,36840.58
2668,20250402,2668,10,5,2,742.61,6084.65,21595.44
2669,20250420,2669,6,1,11,223.56,5174.68,23661.68
2670,20250112,2670,19,3,15,1188.17,5769.49,20313.57
2671,20250722,2671,3,3,19,803.28,7613.05,19923.84
2672,20251023,2672,6,2,23,1357.93,817.88,2969.15
2673,20250622,2673,10,2,16,453.88,9998.84,27039.55
2674,20250520,2674,13,6,29,229.44,1390.51,3402.47
2675,20250523,2675,5,2,9,147.62,8592.32,36831.93
2676,20250630,2676,10,1,6,1374.88,671.85,1649.42
2677,20250914,2677,2,2,20,692.05,3743.73,18530.14
2678,20250430,2678,8,3,6,1165.42,5359.76,12582.19
2679,20250529,2679,14,2,24,226.35,5602.14,12733.07
2680,20250417,2680,1,3,18,756.38,716.39,1192.14
2681,20250118,2681,2,6,21,454.78,3566.53,16588.15
2682,20250109,2682,14,4,25,546.32,4099.43,19245.33
2683,20251031,2683,16,4,4,853.66,7982.7,23992.43
2684,20250203,2684,4,2,19,1313.64,1874.26,3151.96
2685,20250205,2685,20,4,9,289.2,1298.68,2295.16
2686,20251115,2686,19,4,16,750.56,6971.79,34235.12
2687,20250818,2687,18,6,3,488.43,7006.19,18623.82
2688,20251116,2688,7,4,15,346.92,6240.15,12850.76
2689,20250911,2689,14,6,2,1185.79,1950.63,3771.95
2690,20250220,2690,15,3,23,126.99,2865.7,5188.77
2691,20250410,2691,11,3,24,737.08,8504.57,22367.99
2692,20250524,2692,9,4,11,1134.48,4290.17,6868.44
2693,20251021,2693,16,2,1,1112.59,8328.99,36094.43
2694,20251219,2694,20,3,6,611.9,9405.51,17005.68
2695,20250208,2695,1,6,3,603.02,4636.87,13198.0
2696,20250130,2696,7,5,7,1098.03,4044.56,10937.0
2697,20251005,2697,9,2,26,789.88,3278.83,5640.17
2698,20250912,2698,2,6,24,1115.31,3831.9,13304.64
2699,20250502,2699,15,2,16,628.2,2864.04,13671.02
2700,20250625,2700,19,5,27,621.6,6200.16,14409.2
2701,20250802,2701,4,2,19,1269.26,805.11,3186.09
2702,20250822,2702,19,5,18,1378.62,1834.26,2938.8
2703,20250212,2703,7,3,14,579.31,6863.66,24410.15
2704,20250821,2704,4,5,25,748.2,4621.06,18717.04
2705,20250125,2705,8,4,29,119.99,8951.91,22172.53
2706,20251128,2706,18,5,4,1170.46,2413.23,11985.54
2707,20251225,2707,15,1,27,620.7,7893.05,16179.2
2708,20250106,2708,10,3,30,1177.51,4542.15,11728.62
2709,20250419,2709,3,4,18,1066.31,1718.34,3359.89
2710,20250902,2710,2,2,23,1044.37,7644.26,35858.9
2711,20250507,2711,11,5,8,1153.25,7122.98,29302.23
2712,20251024,2712,3,2,13,884.68,9413.92,42003.85
2713,20251013,2713,11,2,12,1455.06,6401.02,21655.99
2714,20250801,2714,14,4,22,1171.84,4917.89,21084.59
2715,20251006,2715,2,2,19,543.36,6688.25,21596.95
2716,20250330,2716,6,6,25,211.69,9031.43,42746.11
2717,20251110,2717,20,5,28,1404.91,9037.83,44795.36
2718,20250404,2718,14,3,23,1088.74,8201.29,33270.68
2719,20251030,2719,10,2,24,267.54,1700.86,5095.79
2720,20250416,2720,16,6,16,923.09,1054.81,3306.33
2721,20250625,2721,6,2,25,765.82,4928.14,14278.67
2722,20250602,2722,5,5,5,336.43,6155.92,10931.04
2723,20250414,2723,8,5,19,849.8,6300.87,11852.35
2724,20250616,2724,17,1,9,709.09,2384.31,7454.16
2725,20250305,2725,15,4,30,851.96,6059.55,14269.61
2726,20250106,2726,15,2,11,1034.52,1510.65,7500.48
2727,20250227,2727,20,6,26,208.32,9776.43,29063.9
2728,20250803,2728,2,1,4,929.33,530.96,2283.22
2729,20250502,2729,10,6,14,1055.34,3784.87,12725.44
2730,20250121,2730,6,6,12,1073.52,6800.75,29338.04
2731,20251230,2731,16,1,10,315.11,937.98,2784.69
2732,20250703,2732,7,2,5,259.27,8610.3,27164.51
2733,20251101,2733,17,1,21,435.7,1844.8,3874.52
2734,20250416,2734,3,1,27,858.1,5294.58,22900.79
2735,20250105,2735,7,3,23,1203.54,5399.3,22580.91
2736,20250629,2736,9,5,27,530.47,3615.36,15071.64
2737,20250101,2737,1,4,15,1492.9,4447.95,9638.45
2738,20250910,2738,12,2,11,941.58,3839.57,16056.83
2739,20250416,2739,7,5,29,106.65,4248.91,16146.81
2740,20250122,2740,3,2,7,1123.25,859.0,4076.58
2741,20250805,2741,15,4,4,510.41,1065.36,4713.67
2742,20250426,2742,4,6,22,1263.12,5307.04,21472.43
2743,20251126,2743,4,1,1,1290.21,7159.48,32348.92
2744,20250721,2744,10,6,1,1155.97,7232.63,28537.33
2745,20251106,2745,5,6,3,547.47,9730.78,17395.74
2746,20251021,2746,11,6,6,615.55,5738.9,9359.99
2747,20250423,2747,3,3,14,1356.7,7136.81,35330.82
2748,20250828,2748,14,6,23,972.92,4336.21,17510.56
2749,20250101,2749,3,3,6,396.35,2659.6,4404.37
2750,20250730,2750,20,4,2,729.6,957.72,1515.07
2751,20250218,2751,6,3,2,1397.62,4632.03,9056.38
2752,20251013,2752,12,6,5,847.18,3479.87,9650.9
2753,20250829,2753,2,5,12,925.93,4823.64,22497.09
2754,20251130,2754,14,6,3,800.81,3221.47,6756.12
2755,20250822,2755,15,4,29,147.0,9619.18,36688.56
2756,20250128,2756,2,5,19,237.1,508.78,1708.62
2757,20251126,2757,17,3,7,591.46,5979.3,14860.18
2758,20250604,2758,6,1,7,1262.38,2665.97,10254.56
2759,20250208,2759,20,6,27,986.5,1931.33,4522.22
2760,20251012,2760,4,2,11,1223.95,9385.43,31256.35
2761,20250120,2761,12,6,19,182.82,6395.87,19958.34
2762,20250825,2762,8,1,1,1221.82,2490.11,6391.79
2763,20251103,2763,17,4,19,682.2,4209.89,9961.45
2764,20250906,2764,7,6,20,280.57,6940.4,31124.64
2765,20251017,2765,6,5,19,874.17,5692.59,26224.56
2766,20250423,2766,9,3,12,652.06,7784.91,15402.18
2767,20250430,2767,4,6,11,1382.07,9111.33,31006.91
2768,20250421,2768,5,2,10,1398.36,8576.86,19286.56
2769,20250119,2769,17,3,24,1469.48,6989.28,13611.4
2770,20250609,2770,10,2,11,268.95,2109.79,9543.9
2771,20251130,2771,12,3,10,278.51,6134.26,19704.38
2772,20250113,2772,6,4,22,392.6,2273.44,9958.62
2773,20250203,2773,15,3,9,203.64,6861.98,32490.22
2774,20251004,2774,9,2,17,1091.31,6410.53,19763.96
2775,20251213,2775,10,3,6,356.18,9714.34,46887.82
2776,20250313,2776,15,2,29,348.32,4417.17,17972.94
2777,20250305,2777,3,6,7,455.93,5047.17,19864.32
2778,20250318,2778,15,3,16,1042.72,8420.71,34813.04
2779,20250716,2779,6,5,22,572.52,8563.76,19591.55
2780,20250217,2780,16,1,26,1390.4,5014.59,13338.64
2781,20250303,2781,18,4,11,120.74,8385.25,31767.26
2782,20250819,2782,12,2,13,642.99,5918.49,11253.65
2783,20250401,2783,12,4,5,993.64,5020.25,9641.41
2784,20250609,2784,5,4,12,1337.24,8796.02,40833.76
2785,20251013,2785,4,2,24,247.51,7093.32,15267.87
2786,20250925,2786,11,6,30,172.52,4780.14,14880.34
2787,20251201,2787,7,3,4,840.38,9686.07,16573.11
2788,20250423,2788,3,5,24,601.28,4242.5,12453.54
2789,20250207,2789,11,4,11,1478.0,4249.12,9801.29
2790,20250717,2790,8,4,11,190.23,8434.8,29246.04
2791,20251120,2791,17,5,3,1229.43,8336.99,13097.59
2792,20250102,2792,18,6,16,1080.77,7472.34,33799.33
2793,20251219,2793,4,2,24,700.32,8597.5,33665.62
2794,20250409,2794,15,1,27,527.78,3072.77,8250.64
2795,20250713,2795,10,4,24,1462.57,8504.52,22966.53
2796,20250502,2796,8,5,11,186.03,7409.09,31478.97
2797,20250320,2797,3,5,1,363.53,4155.97,16755.37
2798,20251109,2798,8,2,15,1312.42,3102.3,5789.7
2799,20250610,2799,9,3,23,1393.65,1928.5,9070.29
2800,20250824,2800,6,6,29,545.96,8776.45,38176.04
2801,20251221,2801,12,6,21,117.12,5168.1,8076.65
2802,20250417,2802,7,5,3,1022.15,3803.92,14364.26
2803,20250121,2803,3,5,9,1401.39,5957.95,24007.99
2804,20250119,2804,11,6,16,841.12,3183.89,13485.0
2805,20251211,2805,14,3,19,231.05,3821.97,9143.79
2806,20250601,2806,3,1,27,1056.96,2434.7,8046.52
2807,20250301,2807,7,5,4,1494.77,3282.59,12832.43
2808,20250413,2808,12,1,17,953.92,9763.8,41151.45
2809,20250217,2809,19,5,4,192.04,3665.95,14856.81
2810,20250119,2810,10,3,3,836.21,8536.41,38790.09
2811,20250419,2811,16,2,5,1452.51,3769.17,9695.25
2812,20250303,2812,12,6,30,1202.68,1725.16,4277.67
2813,20250209,2813,19,1,19,852.03,4835.63,23603.5
2814,20250902,2814,8,3,5,342.06,6711.68,20700.31
2815,20250303,2815,10,5,1,482.74,6212.31,25195.65
2816,20250726,2816,2,3,3,832.17,9523.14,41759.2
2817,20250811,2817,17,1,7,1289.14,5301.77,24357.93
2818,20250924,2818,6,3,19,1476.44,6114.81,17627.37
2819,20250224,2819,10,6,4,974.36,9385.52,21256.43
2820,20251022,2820,15,3,13,782.42,3719.73,8573.15
2821,20250827,2821,5,4,7,410.51,8640.55,19783.33
2822,20250101,2822,15,5,16,1362.92,2044.87,7872.18
2823,20250219,2823,9,4,6,1478.9,7058.93,23231.6
2824,20250124,2824,1,1,1,448.46,2633.9,12503.07
2825,20250425,2825,18,4,23,965.45,3618.93,7534.69
2826,20250713,2826,18,6,24,1461.97,1302.65,4492.22
2827,20250325,2827,1,5,6,1264.84,4573.64,15343.47
2828,20250330,2828,18,6,27,341.05,7694.75,12337.9
2829,20250421,2829,18,4,30,998.23,3264.49,5678.5
2830,20250211,2830,20,2,28,451.16,4448.9,20232.39
2831,20250629,2831,9,4,30,458.82,4115.93,8178.14
2832,20250927,2832,13,5,27,236.88,7410.73,16860.08
2833,20250219,2833,8,6,16,240.62,7357.3,23671.11
2834,20250424,2834,10,3,20,232.0,7824.59,21179.11
2835,20250130,2835,11,6,16,926.85,1931.93,6426.4
2836,20250706,2836,19,1,28,283.24,783.72,2379.83
2837,20251120,2837,13,4,10,678.44,7119.39,34879.05
2838,20250317,2838,12,6,19,557.64,3455.68,15163.05
2839,20250823,2839,6,1,10,1029.7,8394.87,28365.33
2840,20251103,2840,15,3,9,487.91,3372.6,15849.35
2841,20250809,2841,4,6,22,237.55,5234.53,22975.6
2842,20251029,2842,14,2,4,860.47,5240.64,20325.77
2843,20250504,2843,19,4,17,642.45,6193.65,20288.06
2844,20250504,2844,8,4,23,1159.12,3288.92,11573.94
2845,20251006,2845,3,3,18,1240.18,3671.93,11308.3
2846,20250309,2846,7,4,20,1131.0,1883.4,8647.21
2847,20250819,2847,9,1,5,620.89,2702.63,9237.88
2848,20251209,2848,3,3,11,1105.7,7567.81,33267.05
2849,20250719,2849,20,3,17,935.93,4563.84,19953.28
2850,20250121,2850,5,6,7,809.85,9040.42,36632.48
2851,20250930,2851,18,2,15,481.39,5563.72,18438.24
2852,20250214,2852,20,2,25,1055.03,7376.1,33476.23
2853,20250208,2853,6,3,22,1057.99,3352.89,8696.33
2854,20250302,2854,6,2,4,754.15,6626.61,12160.54
2855,20250919,2855,11,6,11,1271.76,5940.14,20658.72
2856,20250427,2856,11,6,30,1449.04,9713.73,30720.1
2857,20250928,2857,8,5,25,732.23,9326.06,29995.01
2858,20251021,2858,1,1,13,566.78,553.59,2271.71
2859,20250203,2859,16,3,15,1349.85,3262.17,10399.84
2860,20250511,2860,10,1,30,1356.63,8677.37,36019.9
2861,20251218,2861,13,3,20,1106.54,9808.08,33916.84
2862,20250815,2862,16,5,28,869.17,1455.64,4047.7
2863,20250217,2863,14,4,15,184.44,4619.98,10928.74
2864,20250320,2864,5,2,14,410.1,7922.66,35469.29
2865,20251119,2865,14,5,23,1228.43,9801.38,22588.97
2866,20250501,2866,1,3,21,485.83,2795.7,12474.51
2867,20251017,2867,4,2,5,822.19,9116.19,19727.57
2868,20250512,2868,9,6,9,395.42,916.17,4365.15
2869,20250710,2869,2,3,24,806.98,7536.93,16305.15
2870,20250119,2870,17,3,28,1335.45,4537.29,18847.55
2871,20251222,2871,11,5,11,497.47,6830.12,12270.76
2872,20251205,2872,19,6,28,1049.02,7227.31,12452.82
2873,20250906,2873,17,3,9,865.03,3713.09,17408.81
2874,20250410,2874,2,6,13,501.01,9390.87,38964.06
2875,20251119,2875,8,5,17,678.06,7315.51,30134.08
2876,20250422,2876,4,3,18,1209.34,2921.15,9008.52
2877,20251126,2877,2,3,1,446.04,8104.76,12180.46
2878,20251206,2878,5,4,20,623.56,8101.04,16452.29
2879,20250121,2879,8,5,8,521.59,1557.51,5817.07
2880,20250509,2880,20,3,25,166.8,3422.17,10112.53
2881,20251230,2881,10,4,28,470.18,6498.0,22007.88
2882,20250104,2882,17,6,29,326.89,6066.53,18154.82
2883,20251007,2883,15,1,12,281.2,1579.93,5632.04
2884,20250107,2884,9,4,20,1413.54,1563.85,7779.92
2885,20250417,2885,10,6,5,374.1,8340.49,22047.74
2886,20250605,2886,20,5,15,381.43,7066.86,24927.61
2887,20250423,2887,16,2,15,576.28,1209.15,2880.11
2888,20250930,2888,8,1,30,1329.12,5116.42,22110.79
2889,20250124,2889,5,5,29,1198.32,1291.06,2073.89
2890,20250929,2890,10,2,16,1057.5,9397.46,24842.65
2891,20250515,2891,17,3,7,816.02,751.62,3409.16
2892,20250104,2892,20,5,27,524.17,8507.19,36143.42
2893,20250424,2893,6,1,3,158.5,5641.48,26288.68
2894,20250310,2894,19,6,23,1481.81,6323.26,19803.42
2895,20250319,2895,11,1,23,401.27,1275.9,4030.45
2896,20250405,2896,1,2,19,923.44,3030.47,14294.8
2897,20251202,2897,12,5,14,707.61,1910.65,8426.39
2898,20250703,2898,11,2,14,1179.96,5899.21,15187.37
2899,20250723,2899,2,4,1,150.12,8654.87,27745.8
2900,20251025,2900,19,4,5,972.35,4569.56,14626.45
2901,20250709,2901,13,1,12,982.76,7657.17,24372.54
2902,20250621,2902,14,1,7,633.68,5634.36,25901.16
2903,20250211,2903,17,4,10,1123.79,5129.12,22412.99
2904,20250220,2904,15,1,15,1319.59,6167.86,21696.47
2905,20250401,2905,11,6,13,226.97,1831.36,6752.43
2906,20251010,2906,6,1,24,325.02,4260.02,9657.18
2907,20250803,2907,3,4,2,808.64,5217.92,18175.16
2908,20251016,2908,2,5,10,947.39,7499.35,16724.5
2909,20250617,2909,8,1,13,1015.47,1252.83,2515.96
2910,20251115,2910,15,2,3,285.57,6816.0,17321.22
2911,20251226,2911,15,3,15,605.63,2601.12,8115.48
2912,20251017,2912,8,2,1,408.32,5381.68,11673.27
2913,20251012,2913,10,4,6,243.31,6923.76,30973.88
2914,20250520,2914,10,4,15,786.34,7468.89,35247.35
2915,20250201,2915,19,6,16,744.59,2454.11,4367.06
2916,20250319,2916,6,5,28,1220.11,1193.47,3611.99
2917,20250404,2917,14,6,11,484.9,7684.29,16149.27
2918,20250824,2918,20,6,11,1169.08,9925.69,48058.07
2919,20251029,2919,12,1,19,325.17,8452.83,22225.68
2920,20250706,2920,2,5,4,368.48,5200.18,16840.91
2921,20251021,2921,9,5,20,1005.2,2504.5,8558.59
2922,20250611,2922,8,2,1,939.39,8306.28,13803.75
2923,20250801,2923,4,2,7,540.79,2824.12,8280.13
2924,20250411,2924,4,4,8,1237.25,8437.59,18277.8
2925,20251027,2925,13,1,4,700.08,2754.51,5330.39
2926,20250313,2926,19,6,6,213.88,2208.25,10954.13
2927,20251206,2927,15,4,13,935.62,4140.52,10933.45
2928,20250728,2928,1,5,9,911.38,6393.63,15241.55
2929,20250209,2929,3,6,12,1461.13,3988.06,18272.4
2930,20250702,2930,19,3,6,1088.27,9980.99,43542.08
2931,20250503,2931,11,6,12,1360.34,8022.15,18658.06
2932,20250502,2932,17,5,21,1164.23,1035.98,1916.73
2933,20250405,2933,8,2,19,347.18,9086.59,31994.98
2934,20250104,2934,2,6,1,555.04,8208.22,36602.17
2935,20250808,2935,9,1,8,383.43,2272.9,10995.5
2936,20250418,2936,11,4,1,304.24,5804.15,9035.3
2937,20250407,2937,3,5,22,739.75,2966.38,10319.19
2938,20251229,2938,8,6,6,1280.67,1092.08,3130.86
2939,20250224,2939,12,5,23,351.98,681.78,1981.3
2940,20250722,2940,8,3,27,366.39,4580.51,9962.78
2941,20250615,2941,8,6,4,496.66,6642.83,27390.52
2942,20250221,2942,16,6,24,957.35,8283.03,35492.68
2943,20251119,2943,20,2,14,951.62,8301.08,23841.53
2944,20250717,2944,19,2,2,193.4,3343.67,7432.33
2945,20250707,2945,7,5,10,693.86,9776.6,34470.8
2946,20250813,2946,9,1,12,1436.72,9613.71,17471.42
2947,20251128,2947,8,5,29,1132.49,8982.03,24469.77
2948,20251013,2948,17,5,14,1047.42,4777.56,10830.81
2949,20250318,2949,16,6,1,1258.75,8029.85,23972.43
2950,20250303,2950,12,2,6,389.77,5581.36,19532.96
2951,20251216,2951,8,2,27,885.05,558.82,1440.85
2952,20250227,2952,19,2,13,867.87,7779.0,13842.62
2953,20250304,2953,1,5,24,264.35,8419.79,37832.14
2954,20251018,2954,13,1,18,1312.67,2958.03,5032.93
2955,20251105,2955,8,2,5,818.82,1704.63,7125.35
2956,20251027,2956,9,2,4,1089.44,7231.36,12268.57
2957,20250719,2957,14,1,30,336.75,638.66,1418.79
2958,20250723,2958,3,6,30,858.15,1165.28,5160.02
2959,20251020,2959,15,3,5,161.35,3657.67,11884.56
2960,20250121,2960,19,5,21,1476.87,7689.94,37309.35
2961,20250830,2961,19,1,12,492.92,4446.64,21133.15
2962,20250501,2962,15,2,13,1243.2,1390.45,5326.53
2963,20250814,2963,7,5,4,491.78,9527.02,33431.9
2964,20251113,2964,11,5,25,460.42,5920.15,19679.52
2965,20251017,2965,17,3,13,674.74,2245.1,8691.87
2966,20250122,2966,5,2,5,220.33,3086.24,14955.51
2967,20250510,2967,8,5,1,876.36,7072.36,25646.62
2968,20250117,2968,3,6,8,288.24,6593.71,20345.23
2969,20250220,2969,1,2,17,793.27,7311.71,35295.2
2970,20251212,2970,17,5,29,1081.76,9971.8,17219.12
2971,20250407,2971,1,3,12,161.42,1547.36,3088.83
2972,20251021,2972,16,6,11,660.11,6151.03,14944.25
2973,20250908,2973,17,4,19,514.81,7198.36,20837.25
2974,20250812,2974,4,3,1,616.71,3839.47,8424.69
2975,20251224,2975,17,6,25,888.85,1316.7,6550.73
2976,20250916,2976,6,5,1,393.31,5091.11,13193.82
2977,20251218,2977,4,3,23,1068.41,9394.02,29267.08
2978,20250121,2978,2,1,3,865.25,3098.51,11243.77
2979,20250106,2979,13,4,28,268.38,9805.58,38031.12
2980,20250201,2980,15,1,19,701.21,5595.09,9518.56
2981,20250727,2981,11,2,15,681.87,7910.95,30031.64
2982,20250826,2982,7,6,21,1236.4,4439.03,20094.56
2983,20250823,2983,14,4,28,1371.68,2441.36,6381.01
2984,20250410,2984,3,3,26,1491.56,2432.11,4546.8
2985,20250427,2985,13,1,23,1230.4,6525.19,17901.35
2986,20250713,2986,15,1,29,224.96,3052.14,11361.79
