Campaign_Performance_ID,Date_ID,Campaign_ID,Channel_ID,Geography_ID,Impressions,Clicks,Leads,Conversions,Spend,Revenue
3353,20250719,7,2,25,215701,5275,1512,345,42383.14,357692.07
3354,20251217,14,1,25,229833,3693,466,103,31027.09,353672.65
3355,20250423,20,1,28,198217,13856,2209,493,42969.07,1054473.62
3356,20250828,16,2,12,225405,3700,296,56,47254.32,211418.87
3357,20250516,12,6,27,60308,4394,1046,275,17975.09,753289.11
3358,20251012,1,4,13,37772,1132,253,71,3541.29,253497.45
3359,20251105,6,5,22,16337,1214,181,48,5289.21,180369.39
3360,20251129,10,5,26,99502,4806,718,146,14428.77,362474.38
3361,20250315,6,2,21,33730,593,66,15,6743.63,25271.61
3362,20250913,13,5,12,91651,1474,124,32,14782.55,64369.61
3363,20251202,4,1,21,96367,4864,1211,66,30200.81,159782.1
3364,20250213,8,6,23,21980,753,148,38,7645.05,165576.05
3365,20251019,7,5,18,57137,2529,653,101,10635.76,241871.44
3366,20251007,4,2,6,115405,3700,570,170,31443.94,205934.36
3367,20250419,14,3,11,72179,5328,1453,366,13344.03,812459.35
3368,20250107,10,1,13,105937,5404,1618,327,8962.88,1062006.93
3369,20250402,8,5,9,66253,2374,156,11,16650.67,44279.01
3370,20250311,2,2,6,112416,7416,1633,394,37764.63,1317570.55
3371,20250707,18,6,12,243224,7360,1780,173,58829.66,316438.19
3372,20250224,8,1,15,161210,5511,1487,197,21977.21,908412.05
3373,20250327,16,4,21,73327,883,82,21,15972.41,35426.61
3374,20251126,5,5,24,150401,1995,240,27,32640.18,93106.44
3375,20251102,1,5,26,74692,4613,238,41,8949.81,107606.23
3376,20250816,1,4,19,48112,1930,204,28,4445.75,38137.48
3377,20251216,10,5,10,96589,1413,138,14,26050.61,28067.4
3378,20250206,6,4,29,249310,13626,2400,312,95392.43,1030932.83
3379,20250520,19,1,2,244711,18857,3791,524,46092.8,2195215.5
3380,20250818,4,6,12,78318,3857,274,18,6710.24,38138.89
3381,20250516,19,2,9,194864,7895,1265,264,70355.85,1123545.68
3382,20251130,4,3,28,72748,5059,948,178,22876.59,225303.06
3383,20251017,6,1,27,40469,1435,180,19,5789.88,85589.31
3384,20250221,9,5,5,75048,3285,347,87,27532.6,82296.69
3385,20251111,18,2,2,233291,2335,414,73,51300.33,266676.4
3386,20250916,3,5,30,64648,1149,140,40,13964.26,97349.4
3387,20250211,17,3,9,196696,10867,3142,801,33330.74,1486754.87
3388,20251221,5,4,29,16166,990,177,29,4351.2,36699.94
3389,20250130,9,5,26,182377,12766,2258,533,27441.62,671551.58
3390,20250806,20,6,4,125037,9301,1876,253,35245.89,892921.4
3391,20251229,14,4,17,74286,3498,285,25,9019.4,99450.38
3392,20250204,2,4,15,73009,3883,475,109,27146.78,195866.2
3393,20250905,7,2,1,179952,10100,1621,474,40864.63,669029.57
3394,20251005,19,4,13,208354,2780,742,219,29058.74,355571.27
3395,20250909,3,5,22,26519,547,155,22,3938.82,25861.3
3396,20251117,16,2,21,30052,1779,286,23,9952.51,75146.62
3397,20250920,15,3,27,24462,1300,159,37,5426.34,176622.63
3398,20251116,19,5,5,121671,7949,1063,81,27004.17,328279.68
3399,20250420,14,3,19,208931,7661,2177,220,46226.23,492909.46
3400,20250617,18,3,7,219148,2855,262,72,31961.02,318657.95
3401,20250714,1,1,29,188207,9370,892,101,52891.51,107797.81
3402,20250227,17,4,27,124542,6453,852,82,41806.9,121656.19
3403,20250602,12,5,17,65926,1758,394,60,16464.52,50026.87
3404,20250303,6,1,24,69902,3871,453,60,13005.07,240682.65
3405,20250822,11,6,8,152716,2629,749,64,53474.87,148770.67
3406,20250322,6,2,9,209753,5683,530,112,21939.78,240310.71
3407,20251124,4,6,25,35347,1657,442,82,10567.92,181355.06
3408,20250127,16,6,14,90210,3499,678,79,17918.67,213683.49
3409,20250630,14,6,5,163817,8041,959,92,33703.48,420592.82
3410,20250706,11,4,3,189008,4187,638,122,35674.17,403688.14
3411,20250513,2,3,8,94786,6839,449,99,30654.24,317818.19
3412,20250227,10,4,30,188749,9478,806,217,29435.5,838370.42
3413,20250118,16,6,20,79910,3920,901,140,29655.24,688148.45
3414,20250212,2,6,14,184052,3257,200,38,40930.99,168310.31
3415,20250830,17,5,8,236582,9256,1388,103,79422.4,433849.57
3416,20250330,14,1,30,229852,4305,496,24,33851.99,91031.92
3417,20251029,8,3,2,17330,1019,213,31,5727.02,141185.99
3418,20250224,17,2,22,104979,3248,810,191,32317.0,560262.67
3419,20250605,7,5,11,224726,5620,625,135,51288.2,641414.6
3420,20251213,19,2,13,57513,3441,341,24,13187.92,51091.44
3421,20250324,7,5,17,33989,2573,746,150,6428.38,725884.76
3422,20250930,17,6,28,83508,2432,248,28,10505.87,127646.37
3423,20250205,7,1,14,166587,8009,1105,138,53625.76,686435.1
3424,20251106,19,6,3,98598,5588,1154,96,38089.93,206849.73
3425,20250805,8,3,16,119369,7454,1783,103,17833.07,514689.88
3426,20250723,18,2,5,66978,4295,653,148,24091.79,370345.59
3427,20250606,10,3,24,113493,3352,551,131,28678.81,174676.13
3428,20250312,13,3,13,165301,5682,1007,190,33104.62,947848.9
3429,20250810,17,6,7,167937,9129,985,211,58078.63,730392.0
3430,20250201,11,6,26,246400,18961,3482,939,64340.49,2202942.65
3431,20250211,17,5,14,20571,1235,91,16,6396.89,78180.46
3432,20251003,20,3,26,119152,2411,652,124,12058.42,615983.47
3433,20250208,19,1,11,210010,15174,3791,737,51989.78,1159513.16
3434,20251001,12,5,17,17590,1089,316,16,2218.37,41562.98
3435,20250504,5,2,14,60353,4602,867,225,8751.99,835583.05
3436,20251008,8,2,10,165063,2304,373,51,29238.08,86649.71
3437,20250119,20,2,21,191721,14330,4170,363,68611.52,828099.42
3438,20250209,19,2,30,22656,1561,210,59,5923.83,243451.49
3439,20250113,8,1,28,78601,4847,996,138,15542.34,407144.35
3440,20251214,17,1,26,85218,6165,348,25,31326.53,95892.77
3441,20250618,13,4,6,101811,2845,451,48,29672.4,158686.33
3442,20250724,5,1,22,77024,3871,744,108,10012.15,352224.97
3443,20250814,15,4,9,28349,426,55,10,7144.41,13033.52
3444,20250921,5,1,29,88691,1884,334,25,35072.46,102086.75
3445,20250528,16,2,10,134158,8096,1897,412,25893.91,870039.36
3446,20250424,11,1,14,97214,4317,1133,143,30106.83,258488.47
3447,20250921,16,4,6,203566,7825,544,129,75282.66,428394.45
3448,20250803,15,1,28,117662,5937,1232,266,15342.5,1318905.99
3449,20250208,11,3,12,245015,17148,2568,186,63257.93,563301.09
3450,20250213,4,6,2,109977,6307,1484,369,16862.78,1784113.76
3451,20250724,3,1,21,84779,1372,378,39,23700.26,182000.82
3452,20250421,19,3,2,229237,13007,886,109,62273.48,395365.84
3453,20250704,17,3,14,153911,7114,1951,383,13862.2,489159.51
3454,20250803,15,3,18,228939,10354,3035,567,83721.2,2203257.39
3455,20251109,18,2,8,123672,7946,1752,188,10805.33,811540.76
3456,20250815,10,2,10,240282,15915,2040,491,27741.13,1919263.33
3457,20251008,18,6,3,105035,3734,1030,70,33458.23,277013.9
3458,20250806,7,2,18,10314,395,93,16,1865.51,51510.05
3459,20250108,4,3,29,41433,1846,192,44,14121.66,91824.34
3460,20250725,14,3,27,229738,2669,195,30,70440.62,69697.84
3461,20250107,6,5,25,56709,3006,751,133,17891.77,661033.8
3462,20250724,18,1,2,76441,4690,1359,372,21047.65,1594193.14
3463,20251112,16,3,11,13721,267,28,7,1806.1,32438.98
3464,20251009,3,6,9,104872,7522,1906,148,10413.49,608481.77
3465,20250203,14,5,22,99836,7655,1277,320,16831.75,288003.94
3466,20251216,15,1,17,29548,2180,249,28,4152.45,107905.98
3467,20250224,20,6,10,113834,7771,2184,424,27794.51,1658981.77
3468,20251023,11,2,30,158969,12592,2379,364,43086.31,496905.62
3469,20250822,6,1,29,123320,1460,105,20,48030.32,67732.14
3470,20250924,8,6,1,213992,6236,315,82,78821.03,183562.66
3471,20250506,6,6,9,202423,4313,760,113,60759.99,236361.58
3472,20250820,15,3,11,115650,1945,342,79,29393.18,91691.72
3473,20250319,4,5,28,183253,12600,1158,240,24898.65,343663.8
3474,20250821,14,1,16,173068,12564,3160,287,26361.43,478229.72
3475,20251205,8,6,25,89527,3027,638,53,31294.93,100507.2
3476,20250424,15,1,1,220369,5892,895,263,49753.49,1287268.82
3477,20250901,7,5,3,24990,739,174,46,8995.88,103417.72
3478,20250404,1,1,22,6157,394,72,12,722.76,21442.44
3479,20250221,6,6,5,241736,10807,2209,475,44892.91,566279.23
3480,20250831,17,4,2,90080,2943,768,91,24762.61,317188.66
3481,20250601,18,6,4,78112,1218,348,93,28035.08,276128.54
3482,20250822,9,1,19,195637,8960,2423,322,57120.6,1092071.23
3483,20250731,9,2,11,124713,5152,1522,326,41104.44,535514.09
3484,20250127,6,2,28,30701,2130,160,31,9705.69,145853.86
3485,20250316,2,3,8,179487,10516,1045,91,40585.16,159656.34
3486,20250422,6,1,22,121342,2737,813,163,14558.97,535387.28
3487,20250318,14,1,11,9577,310,19,1,1614.05,2424.39
3488,20250109,1,5,14,172203,5291,470,123,35191.07,362863.63
3489,20250813,10,3,13,75224,3037,898,209,7698.12,652878.36
3490,20250819,8,6,12,47394,3184,585,47,9779.9,105027.56
3491,20250614,15,3,2,45959,868,125,34,14720.43,74448.93
3492,20250103,2,3,20,122940,5967,563,138,16227.94,396851.24
3493,20250626,6,3,16,116512,7390,1097,185,35532.86,717255.96
3494,20251117,14,3,22,66553,2105,320,47,23715.32,127476.24
3495,20250410,11,2,13,159780,7051,1235,336,46594.26,369448.22
3496,20250531,8,4,26,102337,4199,973,150,23805.16,278150.53
3497,20250820,3,5,11,76036,1081,139,24,14928.91,53924.37
3498,20251128,7,5,14,28193,1918,504,137,2372.54,412317.22
3499,20250729,16,1,7,60808,2211,624,158,20636.92,247768.47
3500,20251005,12,3,16,54009,3304,625,69,9059.4,74357.51
3501,20251115,20,3,1,206576,13302,849,178,58250.27,349930.7
3502,20250410,12,5,25,158047,7839,1408,86,56619.61,334360.01
3503,20251120,1,5,27,231568,16653,1568,460,36495.54,1486434.0
3504,20250831,3,6,1,171098,5341,1167,142,45470.5,229540.6
3505,20250305,8,6,24,24583,551,161,47,3070.23,59792.87
3506,20250423,1,2,4,186294,13112,1825,375,16081.81,1390867.59
3507,20250118,9,1,22,44361,1016,239,52,7405.65,231635.23
3508,20250106,6,2,3,180095,11565,979,141,60067.69,697410.72
3509,20250503,20,5,18,112416,5721,1451,135,24195.3,473313.11
3510,20250422,20,2,26,188555,6390,861,213,46741.47,535182.31
3511,20250609,6,3,27,115581,2858,630,156,41838.44,627495.24
3512,20250829,4,1,28,155940,1605,400,82,47562.0,343310.27
3513,20250701,2,4,28,77451,4814,276,68,29277.94,292943.72
3514,20250803,18,1,24,204318,15768,1388,392,38965.62,397915.02
3515,20250916,20,3,22,146174,6454,1561,100,37041.16,124166.48
3516,20250112,10,4,29,247258,10212,1968,527,59022.23,855844.65
3517,20250323,10,3,29,17327,278,27,1,6073.33,1502.77
3518,20250511,19,4,2,224901,14416,1549,179,42594.5,252664.74
3519,20250831,19,4,3,163488,10343,858,185,59265.18,873853.66
3520,20251107,16,6,26,83754,5984,1736,107,7539.41,257540.53
3521,20250606,12,2,11,224771,9840,1285,104,81762.45,309669.44
3522,20250703,19,1,28,35506,1237,292,33,7389.68,36243.29
3523,20250903,20,3,9,136331,4309,218,62,20249.7,128430.72
3524,20250729,19,3,18,48842,3760,743,152,10056.38,535092.32
3525,20251108,8,4,22,198577,11649,2674,375,47324.99,1769138.99
3526,20250829,6,2,19,75690,4580,826,107,24129.65,425293.18
3527,20250225,13,5,27,81144,6121,1198,254,29951.11,522634.46
3528,20251015,8,2,29,209978,15954,4300,884,36048.0,1582135.15
3529,20250507,13,2,16,185521,6631,1211,259,45905.08,1156514.35
3530,20250730,15,6,18,112495,1349,259,64,12884.14,235757.74
3531,20251026,18,1,28,229762,9850,1776,303,31740.24,1108140.73
3532,20250708,5,2,2,31550,2034,442,128,5731.88,530520.37
3533,20250426,1,2,23,151508,6445,384,105,21094.65,328846.04
3534,20250519,13,3,5,95622,6677,342,31,23663.52,41678.55
3535,20250929,2,2,5,198641,5816,989,200,68389.23,429647.8
3536,20250127,11,3,29,225869,6117,1107,176,50836.26,180965.38
3537,20250108,13,3,18,63860,2873,677,96,16208.0,414047.35
3538,20250702,15,1,8,64428,3041,836,112,22116.96,493350.42
3539,20250726,7,1,20,158170,7533,1169,93,43316.91,79265.07
3540,20250609,10,5,22,31352,738,183,30,7663.49,102535.29
3541,20250314,18,4,16,43141,3146,273,29,15452.09,142674.43
3542,20250622,13,5,11,152634,12089,618,115,31545.38,131723.96
3543,20251106,8,4,29,237185,15141,2916,427,65739.18,1439662.84
3544,20250102,2,6,11,114819,6057,772,111,28154.1,216610.4
3545,20251113,1,1,1,176881,3479,492,107,25884.73,298434.84
3546,20250803,6,3,18,132206,7991,797,230,27395.85,899343.38
3547,20251203,18,6,9,133844,5969,1522,242,22708.91,584090.77
3548,20250614,14,1,24,42359,2789,346,30,8197.36,126043.78
3549,20250114,4,4,21,181317,11818,2694,681,52058.48,625753.61
3550,20251027,16,1,28,81510,4196,855,153,11219.84,330261.28
3551,20250226,3,1,20,90436,5537,1076,307,12224.63,954466.86
3552,20250204,15,4,12,247652,16978,4403,936,42941.57,3202944.36
3553,20251221,12,3,26,31291,2375,272,74,7574.94,159240.17
3554,20250510,6,2,7,115322,8753,2615,272,26255.52,479595.24
3555,20250904,7,2,27,155827,8343,1978,477,28779.06,1617309.33
3556,20251018,5,1,6,215085,5018,337,78,27871.24,84361.29
3557,20251216,11,3,5,112267,4514,1175,254,36641.54,226407.51
3558,20250324,17,3,6,230064,3193,199,41,85153.47,38160.95
3559,20251017,6,3,5,97694,7203,666,77,8323.88,105368.0
3560,20250703,3,2,24,54526,4318,1026,122,14402.04,290031.27
3561,20250427,15,6,14,188403,13628,3801,635,72291.12,2336796.12
3562,20250222,14,4,30,221199,8510,1277,336,27661.91,656081.09
3563,20251120,19,2,11,74598,2988,438,71,15599.99,257600.68
3564,20251109,4,6,16,194818,3206,483,31,33793.71,57258.07
3565,20250831,20,6,7,222655,9404,794,193,22798.63,943547.58
3566,20250707,11,6,21,65959,1849,278,33,24427.19,161661.13
3567,20250725,13,3,26,126083,9710,1459,305,29653.12,1003568.71
3568,20251007,8,4,17,109673,1554,412,111,31074.82,458096.11
3569,20251012,10,4,23,140841,5113,910,270,16114.03,1108961.55
3570,20250709,10,6,23,192927,8060,838,246,49103.46,1083128.67
3571,20251010,15,5,3,178991,8194,2040,482,42246.92,409874.22
3572,20250728,19,4,9,115899,4174,1053,166,42809.88,259451.24
3573,20251018,18,3,8,155368,3433,981,173,54807.36,593489.54
3574,20251106,13,5,11,189008,12868,2938,632,18815.86,1476651.82
3575,20251128,19,5,19,151957,4596,302,53,44490.08,105862.39
3576,20250730,8,6,14,139991,2775,404,104,23529.95,334840.07
3577,20250807,20,1,20,43319,883,120,31,9747.7,145102.42
3578,20250702,12,6,17,41334,2430,222,30,9415.37,116773.23
3579,20251115,7,2,21,30857,1976,161,11,9341.66,30655.19
3580,20250613,12,6,19,229273,14596,2116,194,82921.82,335725.58
3581,20251204,2,5,8,212812,9762,2733,196,48022.04,395071.39
3582,20250708,10,1,9,9827,598,40,9,3928.16,43253.06
3583,20251021,1,4,28,226536,2973,627,153,32363.37,403635.0
3584,20250314,15,4,17,100754,3291,650,34,36270.14,142255.48
3585,20250505,1,3,6,216659,4726,540,141,42040.47,283131.68
3586,20250918,6,1,9,67668,1844,174,40,18781.34,181228.62
3587,20250602,19,5,26,229383,5157,417,48,74347.35,55751.54
3588,20250624,8,4,5,51986,3688,489,31,12645.1,150378.97
3589,20250118,2,6,20,179677,11129,1866,343,50788.45,516328.44
3590,20250507,11,1,30,86171,4766,920,98,28781.81,285008.61
3591,20251024,11,3,17,225522,8895,2358,243,50392.72,623024.34
3592,20251205,11,4,19,83900,1380,146,35,14146.58,123153.15
3593,20251011,4,1,22,240833,5606,550,88,51415.26,326790.13
3594,20250216,3,2,28,38879,2601,391,42,7809.78,185848.63
3595,20251002,2,3,25,234090,9834,514,28,87470.74,63286.83
3596,20250314,12,6,13,209799,13059,3564,202,70634.92,286565.31
3597,20250126,4,2,12,88349,3161,602,90,21555.12,351405.04
3598,20250215,5,5,7,57996,4591,400,54,8912.7,157898.59
3599,20250721,6,1,29,87751,1098,152,36,9769.47,117410.63
3600,20250320,14,4,3,226129,9137,2131,191,57921.63,375393.62
3601,20250922,10,5,9,242518,3143,832,142,77610.05,300556.87
3602,20251129,16,3,24,190202,13832,2657,500,24271.36,1665067.58
3603,20250519,2,6,11,124071,2824,725,208,30447.49,499287.66
3604,20251007,17,3,30,190019,13871,2857,418,63664.96,1275537.12
3605,20250727,3,3,2,174007,3367,568,114,58993.16,422606.2
3606,20250130,17,2,8,193195,2663,625,35,57216.45,102165.78
3607,20251227,5,5,11,193287,4824,896,137,58443.7,145935.18
3608,20250710,19,3,2,43806,3323,858,188,3621.58,155782.48
3609,20250927,13,4,22,169494,10099,2670,729,53859.36,703092.19
3610,20250428,2,3,25,60454,4628,874,147,19442.26,125107.88
3611,20251227,18,5,26,199049,12259,3327,378,56677.47,1640061.74
3612,20251004,15,2,8,248037,18119,2120,537,98005.17,917279.29
3613,20250204,20,1,29,220773,4134,941,267,47646.58,971354.39
3614,20250108,13,6,8,71924,4340,1241,363,21234.9,915283.35
3615,20250523,9,6,6,139689,10031,2890,862,40658.04,2355800.29
3616,20250530,3,6,2,44122,2179,223,39,14169.77,116542.83
3617,20250912,16,2,18,32508,2323,483,120,8530.76,344261.36
3618,20250201,16,1,25,234574,15301,4068,1028,59612.34,1852537.57
3619,20250626,6,4,17,243323,5178,1252,330,79095.81,962788.84
3620,20250303,15,5,17,7242,356,40,9,2145.57,10791.02
3621,20250912,2,5,2,192454,15121,3307,530,45659.96,1631221.06
3622,20250531,17,6,18,97801,7548,1537,225,22398.55,415929.73
3623,20250513,3,2,6,26073,904,170,12,5069.5,43757.25
3624,20251207,15,4,13,35348,1109,70,20,10959.45,17398.74
3625,20250531,4,1,14,213081,11819,833,92,25895.79,210739.24
3626,20250628,7,2,10,104933,2642,622,115,36692.82,130279.76
3627,20251124,18,5,4,188862,3071,258,14,23472.34,59787.51
3628,20250712,19,4,3,108589,4051,1130,92,24236.79,351445.84
3629,20250319,14,3,14,185920,8533,2286,391,17877.43,724854.57
3630,20250109,12,4,20,24176,1527,178,10,6548.19,26994.12
3631,20250708,1,6,17,230172,2486,197,36,43069.3,111108.86
3632,20250715,5,1,17,16891,262,57,2,1409.89,6369.42
3633,20250115,18,3,19,36849,2290,606,40,12800.38,160234.09
3634,20250501,16,6,2,43884,1184,125,6,11643.99,21512.96
3635,20250204,8,1,22,173451,3839,1116,123,61840.01,364256.75
3636,20250802,8,5,30,191064,3656,978,93,51765.12,247257.35
3637,20250818,17,3,19,87110,2238,486,77,24409.94,328227.48
3638,20251118,6,1,15,186335,8362,763,124,45211.55,520245.62
3639,20251003,3,3,11,177274,9735,1919,274,27762.02,1029879.44
3640,20251027,8,3,22,239562,6047,797,116,85602.76,387519.48
3641,20251206,6,6,9,161269,2937,185,26,39470.45,23572.98
3642,20250319,18,5,17,102914,6423,358,96,16028.27,429279.63
3643,20250727,10,6,24,69303,1876,411,96,9555.97,257278.96
3644,20250906,4,1,20,183069,12794,3457,445,67711.78,859976.92
3645,20250625,2,3,12,234592,18738,2217,227,83849.94,250993.33
3646,20250616,15,5,19,10284,287,20,5,3492.58,8786.06
3647,20251024,20,3,27,220406,6000,1475,95,33133.16,366323.47
3648,20251209,3,5,27,60364,2651,289,44,11460.29,165741.74
3649,20250205,17,3,12,5675,399,34,9,858.66,34807.67
3650,20250420,14,1,6,216172,2738,681,34,38967.12,84148.9
3651,20250710,18,4,23,65825,1851,348,57,17597.37,139766.98
3652,20250222,15,1,23,214387,10722,2799,452,83693.85,1998810.52
3653,20250104,1,5,17,195418,15216,4454,1271,38346.76,6132806.85
3654,20250407,13,2,28,243867,12513,2524,439,74703.63,1019410.99
3655,20250728,8,6,20,145922,6023,784,128,34461.25,120775.57
3656,20251002,2,6,11,240816,17975,2209,524,32609.4,1737198.54
3657,20250404,11,5,2,239560,18987,2023,110,22581.7,516810.16
3658,20251020,20,4,18,9273,474,132,26,2900.86,48547.09
3659,20250403,8,4,30,157567,5274,268,27,60251.91,94745.88
3660,20251126,2,3,18,240780,14941,3204,360,45439.02,665261.96
3661,20250724,14,1,3,135234,8155,721,204,18122.57,917785.84
3662,20250820,11,6,11,84243,5720,1503,281,21430.93,367802.18
3663,20250921,20,6,15,172714,10916,2520,694,66240.33,2964852.01
3664,20250304,3,3,16,87907,3478,498,27,19272.83,72983.54
3665,20250916,15,6,18,86572,2661,664,95,20020.35,230481.39
3666,20250705,11,5,18,191312,8975,1708,258,26393.88,1128181.61
3667,20251212,12,6,13,176546,5357,482,47,21233.66,53200.17
3668,20250213,7,1,26,163628,8629,1671,288,30893.16,933866.03
3669,20250801,12,4,18,148742,8576,576,141,41379.63,281501.41
3670,20250220,18,5,8,126697,4968,666,193,42834.36,569962.37
3671,20250530,8,4,8,230054,9474,692,121,35553.96,164073.41
3672,20250611,15,1,1,224445,8116,1414,279,66335.65,1062887.4
3673,20250727,13,6,6,195349,3240,589,134,21769.91,177337.09
3674,20250923,14,3,13,165789,6023,1434,355,63002.87,1100016.1
3675,20250104,12,1,5,121748,9213,1386,186,18706.93,735524.74
3676,20250331,3,5,23,74598,3185,783,205,15408.43,401927.52
3677,20250618,19,4,17,124210,9279,672,72,36983.74,264829.77
3678,20250715,8,1,2,9207,342,98,22,2105.91,82186.31
3679,20250922,10,3,2,97543,6135,1761,415,28471.72,999810.69
3680,20250901,20,5,19,219398,5866,1364,366,78443.96,1283702.53
3681,20250527,11,3,2,37673,2642,439,87,9791.03,360203.96
3682,20250510,10,1,19,190618,4875,1452,323,43692.73,1356488.07
3683,20250715,20,1,28,185980,11153,1130,121,61528.11,443293.29
3684,20250708,15,2,1,216830,12854,2722,467,58145.65,2208659.5
3685,20250119,4,6,12,183828,4768,1350,172,45604.31,585453.2
3686,20250726,20,4,2,30794,2298,195,43,6912.15,54526.18
3687,20250111,5,2,1,145473,11326,1609,89,40179.22,202358.59
3688,20250218,11,1,16,241491,12609,2979,331,95453.31,822772.92
3689,20250930,4,1,2,182127,11050,3118,238,61871.71,817787.12
3690,20250401,17,5,24,127982,9586,1561,133,30087.48,597893.63
3691,20250908,14,3,7,215905,3455,935,240,53883.75,384937.65
3692,20250111,4,4,16,207614,11770,1892,443,48360.15,1327396.37
3693,20250825,10,5,14,243066,11218,2825,549,29591.08,1129400.78
3694,20250101,4,2,5,237631,13021,2534,540,93563.3,1431166.28
3695,20250726,17,6,27,226466,13919,2150,279,53882.67,524826.84
3696,20250714,8,2,27,120744,7821,1180,314,23044.54,1304597.03
3697,20250715,19,1,27,72206,5661,464,82,24397.28,87771.43
3698,20250712,12,3,29,160326,8760,2607,781,36078.08,1775165.22
3699,20250309,20,5,5,125187,4283,1083,160,45146.4,598124.64
3700,20251114,13,4,1,57360,1387,358,104,15204.56,358027.72
3701,20250516,19,3,15,79096,6052,1663,170,30624.65,459255.81
3702,20251123,18,4,7,51842,4035,464,131,13486.99,280811.55
3703,20250121,15,2,14,165024,5319,1200,315,29506.77,875520.85
3704,20251125,18,2,19,130510,6669,1007,113,27671.3,121533.71
3705,20250920,15,3,29,222151,15588,1600,154,42596.51,559118.77
3706,20251130,9,2,26,29418,648,164,11,5286.86,42144.96
3707,20250610,1,1,13,98544,1379,189,44,27988.61,53538.73
3708,20250818,19,1,17,70066,1693,293,61,10567.59,51125.59
3709,20251116,13,4,11,108638,8050,1921,502,25016.86,1104262.35
3710,20250328,11,1,28,122154,6462,1573,423,30774.23,1330156.62
3711,20251112,5,5,4,174793,1951,558,123,18959.45,530577.87
3712,20250919,1,5,17,247802,2822,836,65,93759.08,256405.57
3713,20250125,7,4,5,168365,5569,1294,250,39051.7,934487.63
3714,20250305,4,3,25,110953,1656,200,50,18026.12,118469.19
3715,20250124,16,3,16,202680,9010,505,28,46286.91,95152.11
3716,20250513,3,2,4,161155,10882,1247,362,62859.12,1674360.89
3717,20251218,14,1,5,194783,6261,690,106,24671.91,131069.25
3718,20250104,16,5,21,218956,17374,1317,333,74805.54,574274.52
3719,20250715,13,3,29,48159,3027,805,58,8249.5,179822.47
3720,20250503,4,2,24,201430,9760,830,65,32928.93,70827.51
3721,20250227,11,6,21,202307,13416,3652,214,33605.37,550773.2
3722,20251006,17,6,26,90464,4653,1176,204,25236.18,168386.46
3723,20251217,2,5,12,69505,3692,214,14,13022.7,39347.54
3724,20250410,5,6,29,209797,12639,792,188,67381.65,625615.17
3725,20251115,6,1,12,60229,604,127,29,16235.38,75320.8
3726,20251024,3,5,13,42621,842,213,49,14022.19,210770.75
3727,20250622,19,6,20,163745,4775,1026,256,45911.2,632370.5
3728,20250721,12,5,8,62244,4612,436,78,7653.65,137798.07
3729,20250127,11,1,20,161467,6746,488,43,40774.06,151301.92
3730,20251022,11,4,9,149736,3338,220,39,33568.17,78429.19
3731,20250629,16,5,22,192590,8052,2249,197,55011.86,275410.38
3732,20250914,7,4,9,234209,2717,191,29,40990.3,54353.19
3733,20250608,3,2,19,217450,3926,1075,250,68924.46,808432.5
3734,20250303,6,2,3,46287,1179,347,68,14628.42,260905.82
3735,20250702,17,4,17,173528,8130,2024,114,37009.72,516069.31
3736,20250709,5,5,14,140862,3790,527,81,35793.39,164607.17
3737,20250202,9,4,12,160058,2214,405,60,30672.45,78404.94
3738,20250902,11,4,6,243202,9352,1947,434,69031.18,2010630.55
3739,20250727,17,3,30,37035,2322,479,112,14606.79,538603.13
3740,20250129,15,1,19,30362,1652,215,13,3946.93,49473.53
3741,20251215,20,3,3,66293,1512,141,14,7144.6,57767.19
3742,20250101,19,1,18,233803,5507,928,153,66164.63,528499.68
3743,20250917,9,6,24,187855,9883,819,160,69928.9,732477.44
3744,20250518,14,6,19,106142,4072,678,103,12712.63,227492.99
3745,20251211,17,5,8,154112,11964,989,92,19123.89,190196.75
3746,20250119,7,2,20,214313,13860,2155,162,31007.61,579981.47
3747,20251216,6,6,17,96515,7623,2259,422,13343.45,1130941.42
3748,20251023,2,4,10,158893,10143,734,196,59635.39,907159.77
3749,20251014,16,4,29,44047,1062,234,46,11293.66,216949.08
3750,20250510,19,5,21,132206,5991,525,121,47399.73,159255.16
3751,20250221,12,3,15,95162,4171,934,119,27957.32,151931.42
3752,20250905,16,6,1,231464,7779,1735,222,89474.86,935907.79
3753,20251004,7,5,17,28752,2229,392,105,8639.75,317532.54
3754,20250304,1,4,2,180420,4400,953,155,26890.13,511201.28
3755,20250217,14,4,16,185351,11562,1955,510,42691.56,1167553.45
3756,20250802,10,1,2,203366,14768,1852,474,27753.26,2319927.3
3757,20250722,7,3,13,15662,661,59,4,3478.14,15806.99
3758,20251224,4,3,15,62228,2665,223,48,24492.11,220543.01
3759,20250610,15,5,23,221780,11353,1197,251,46753.89,609152.74
3760,20250401,3,5,18,33376,2344,651,106,6301.04,453180.76
3761,20250514,3,4,14,182791,6024,1637,192,28157.18,549838.55
3762,20250323,15,6,4,142654,3586,1004,84,50497.08,159681.73
3763,20250425,2,5,14,87333,1866,400,78,29345.6,120924.23
3764,20250621,11,1,10,69351,3489,472,97,26176.93,84023.45
3765,20250319,12,3,25,188576,12573,2015,426,32635.5,1860619.83
3766,20250713,13,6,10,95320,2790,153,33,36370.93,47100.33
3767,20250820,4,6,9,142737,8131,2075,454,33200.58,995847.73
3768,20250327,4,4,16,116377,9044,1927,255,38914.48,538690.69
